Episode,Kick_Speed,friction,Rewards,Stop_Distance
164,75.04,0.9,-50.17,3.9
165,84.68,0.9,-1062.87,-10.06
166,71.3,0.9,-50.25,3.9
167,70.41,0.9,-50.19,3.9
168,77.4,0.9,-64.2,3.52
169,73.96,0.9,-50.21,3.9
170,72.46,0.9,-50.25,3.9
171,77.0,0.9,-57.66,3.68
172,79.4,0.9,-1033.73,-0.68
173,69.81,0.9,-50.24,3.9
174,80.34,0.9,-1042.81,-3.83
175,79.14,0.9,-1033.27,-0.18
176,72.93,0.9,-50.24,3.9
177,71.89,0.9,-50.24,3.9
178,78.33,0.9,-394.84,0.69
179,72.05,0.9,-50.23,3.9
180,77.46,0.9,-61.11,3.59
181,81.03,0.9,-1045.27,-5.0
182,72.1,0.9,-50.19,3.9
183,77.69,0.9,-108.68,2.7
184,80.25,0.9,-1041.42,-3.4
185,73.13,0.9,-50.18,3.9
186,72.32,0.9,-50.22,3.9
187,73.04,0.9,-50.24,3.9
188,76.97,0.9,-57.62,3.68
189,80.75,0.9,-1046.01,-5.5
190,75.18,0.9,-50.49,3.89
191,75.66,0.9,-50.31,3.9
192,76.01,0.9,-50.23,3.9
193,75.12,0.9,-50.2,3.9
194,69.65,0.9,-50.21,3.9
195,73.79,0.9,-50.22,3.9
196,73.23,0.9,-50.19,3.9
197,76.87,0.9,-51.04,3.87
198,76.06,0.9,-50.78,3.88
199,74.49,0.9,-50.2,3.9
200,73.98,0.9,-50.23,3.9
201,72.95,0.9,-50.22,3.9
202,78.18,0.9,-120.29,2.54
203,74.83,0.9,-50.22,3.9
204,81.9,0.9,-1049.28,-6.84
205,70.23,0.9,-50.19,3.9
206,78.6,0.9,-260.77,1.33
207,76.49,0.9,-50.33,3.89
208,72.93,0.9,-50.25,3.9
209,77.66,0.9,-67.29,3.44
210,71.74,0.9,-50.21,3.9
211,77.44,0.9,-51.33,3.86
212,72.19,0.9,-50.25,3.9
213,74.11,0.9,-50.2,3.9
214,73.26,0.9,-50.24,3.9
