Episode,Kick_Speed,friction_patch,default_friction,loc_patch,size_patch,Rewards,Stop_Distance
386,59.31,0.35,0.8,57.99,17.73,50.0,11.52
387,68.07,0.62,0.8,53.09,17.99,59.99,10.22
388,62.45,0.43,0.8,49.17,23.16,55.41,7.45
389,58.72,0.35,0.8,50.45,21.59,49.43,11.52
390,67.63,0.46,0.8,53.57,14.44,59.94,7.91
391,57.55,0.68,0.8,50.09,17.68,48.4,11.52
392,65.59,0.48,0.8,59.67,18.17,58.16,8.3
393,78.07,0.57,0.8,50.08,22.59,-1085.07,-0.22
394,67.18,0.31,0.8,57.29,22.75,-1104.98,-0.35
395,53.85,0.6,0.8,53.21,23.06,45.14,11.52
396,67.3,0.39,0.8,57.31,13.06,8.24,4.47
397,69.22,0.57,0.8,44.35,21.87,-175.34,2.25
398,58.27,0.54,0.8,42.03,20.33,49.06,11.52
399,49.6,0.41,0.8,44.78,16.18,41.37,11.52
400,60.89,0.43,0.8,51.34,19.42,51.36,11.52
401,69.3,0.47,0.8,92.27,27.92,-1172.05,-0.11
402,51.67,0.56,0.8,49.11,15.58,43.18,11.52
403,60.08,0.37,0.8,50.82,19.19,50.63,11.52
404,34.05,0.69,0.8,36.06,18.62,27.53,11.52
405,58.99,0.57,0.8,53.01,19.6,49.66,11.52
406,71.81,0.52,0.8,58.06,14.0,-1155.27,-0.23
407,38.86,0.47,0.8,53.72,14.53,31.79,11.52
408,71.01,0.62,0.8,41.69,28.16,-1131.88,-0.12
409,86.58,0.28,0.8,41.08,28.39,-1138.94,-1.03
410,58.12,0.52,0.8,63.75,14.6,48.92,11.52
411,52.95,0.39,0.8,59.23,24.02,44.29,11.52
412,79.38,0.25,0.8,36.5,18.2,-1120.66,-1.0
413,50.84,0.74,0.8,40.38,23.0,42.43,11.52
414,60.52,0.35,0.8,70.51,21.84,53.26,8.93
415,67.55,0.52,0.8,55.21,21.83,30.91,4.95
416,63.27,0.5,0.8,54.14,20.45,53.5,11.52
417,59.9,0.4,0.8,45.55,19.72,50.5,11.52
418,57.55,0.4,0.8,51.64,18.44,48.44,11.52
419,69.97,0.48,0.8,83.22,24.23,-1113.08,-0.23
420,82.08,0.61,0.8,49.99,14.42,-1089.02,-0.37
421,62.14,0.55,0.8,52.72,9.5,52.47,11.52
422,65.09,0.62,0.8,54.9,26.33,55.68,11.19
423,63.69,0.61,0.8,52.59,22.03,53.88,11.52
424,68.12,0.49,0.8,58.6,19.71,-150.36,2.43
425,56.5,0.47,0.8,41.03,15.17,47.46,11.52
426,61.38,0.43,0.8,48.04,20.03,51.81,11.52
427,41.02,0.36,0.8,54.5,12.74,33.74,11.52
428,59.26,0.49,0.8,53.5,23.42,49.94,11.52
429,46.15,0.56,0.8,49.53,16.75,38.28,11.52
430,58.03,0.45,0.8,49.67,24.39,48.82,11.52
431,78.88,0.44,0.8,42.13,23.91,-1107.14,-0.73
432,43.73,0.42,0.8,56.05,9.58,36.11,11.52
433,58.22,0.47,0.8,58.28,24.38,49.02,11.52
434,71.66,0.43,0.8,39.03,23.6,-1091.61,-0.31
435,79.14,0.36,0.8,51.44,21.39,-1093.24,-0.22
436,44.68,0.64,0.8,57.65,17.37,36.99,11.52
437,61.46,0.54,0.8,53.99,19.99,51.87,11.52
438,74.38,0.45,0.8,53.35,14.02,-1078.45,-0.08
439,65.54,0.52,0.8,47.1,23.99,57.72,5.11
440,55.06,0.53,0.8,62.03,20.75,46.2,11.52
441,51.41,0.35,0.8,47.45,13.1,42.95,11.52
442,64.48,0.43,0.8,49.63,16.43,55.05,11.18
443,59.97,0.37,0.8,43.55,20.96,50.54,11.52
444,56.39,0.42,0.8,61.58,22.7,47.37,11.52
445,55.49,0.31,0.8,43.63,12.95,46.57,11.52
446,55.03,0.53,0.8,58.59,23.32,46.17,11.52
447,37.83,0.54,0.8,60.33,16.71,30.89,11.52
