dist_o1,vel1,mu_l,action,shift_obstacle
12.82,5.61,0.76,0.44,0.0
12.55,5.33,0.58,0.29,0.0
12.29,5.0,0.67,0.36,0.0
12.04,4.8,0.42,0.2,0.0
11.81,4.47,0.67,0.35,0.0
11.59,4.35,0.24,0.11,0.0
11.38,4.0,0.73,0.41,0.0
11.18,3.94,0.11,0.05,0.0
10.99,3.58,0.73,0.41,0.0
10.82,3.55,0.06,0.03,0.0
10.65,3.24,0.65,0.34,0.0
10.48,3.21,0.06,0.02,0.0
10.33,2.96,0.52,0.25,0.0
10.18,2.92,0.07,0.03,0.0
10.04,2.73,0.38,0.18,0.0
9.91,2.69,0.09,0.04,0.0
9.78,2.55,0.28,0.13,0.0
9.65,2.5,0.11,0.05,0.0
9.53,2.39,0.21,0.1,0.0
9.41,2.33,0.13,0.06,0.0
9.29,2.25,0.17,0.08,0.0
9.18,2.18,0.13,0.06,0.0
9.08,2.11,0.14,0.06,0.0
8.97,2.05,0.13,0.06,0.0
8.87,1.99,0.13,0.06,0.0
8.77,1.93,0.12,0.05,0.0
8.68,1.88,0.11,0.05,0.0
8.59,1.82,0.11,0.05,0.0
8.5,1.77,0.11,0.05,0.0
8.41,1.72,0.1,0.05,0.0
8.32,1.67,0.1,0.04,0.0
8.24,1.63,0.09,0.04,0.0
8.16,1.58,0.09,0.04,0.0
8.08,1.54,0.09,0.04,0.0
8.01,1.5,0.09,0.04,0.0
7.93,1.46,0.08,0.04,0.0
7.86,1.42,0.08,0.04,0.0
7.79,1.38,0.08,0.03,0.0
7.72,1.34,0.08,0.03,0.0
7.66,1.31,0.07,0.03,0.0
7.59,1.27,0.07,0.03,0.0
7.53,1.24,0.07,0.03,0.0
7.47,1.2,0.07,0.03,0.0
7.41,1.17,0.07,0.03,0.0
7.35,1.14,0.06,0.03,0.0
7.3,1.11,0.06,0.03,0.0
7.24,1.08,0.06,0.03,0.0
7.19,1.05,0.06,0.03,0.0
7.14,1.02,0.06,0.03,0.0
7.09,0.99,0.06,0.03,0.0
7.04,0.97,0.06,0.02,0.0
6.99,0.94,0.05,0.02,0.0
6.94,0.92,0.05,0.02,0.0
6.9,0.89,0.05,0.02,0.0
6.85,0.87,0.05,0.02,0.0
6.81,0.84,0.05,0.02,0.0
6.77,0.82,0.05,0.02,0.0
6.73,0.79,0.05,0.02,0.0
6.69,0.77,0.05,0.02,0.0
6.65,0.75,0.05,0.02,0.0
6.61,0.73,0.04,0.02,0.0
6.58,0.71,0.04,0.02,0.0
6.54,0.69,0.04,0.02,0.0
6.51,0.67,0.04,0.02,0.0
6.48,0.65,0.04,0.02,0.0
6.45,0.63,0.04,0.02,0.0
6.41,0.61,0.04,0.02,0.0
6.38,0.59,0.04,0.02,0.0
6.36,0.57,0.04,0.02,0.0
6.33,0.55,0.04,0.02,0.0
6.3,0.53,0.04,0.02,0.0
6.27,0.51,0.04,0.02,0.0
6.25,0.5,0.04,0.02,0.0
6.22,0.48,0.03,0.02,0.0
6.2,0.46,0.03,0.02,0.0
6.18,0.45,0.03,0.01,0.0
6.16,0.43,0.03,0.01,0.0
6.14,0.41,0.03,0.01,0.0
6.12,0.4,0.03,0.01,0.0
6.1,0.38,0.03,0.01,0.0
6.08,0.37,0.03,0.01,0.0
6.06,0.35,0.03,0.01,0.0
6.04,0.34,0.03,0.01,0.0
6.02,0.32,0.03,0.01,0.0
6.01,0.31,0.03,0.01,0.0
5.99,0.3,0.03,0.01,0.0
5.98,0.28,0.03,0.01,0.0
5.97,0.27,0.03,0.01,0.0
5.95,0.26,0.03,0.01,0.0
5.94,0.24,0.03,0.01,0.0
5.93,0.23,0.03,0.01,0.0
5.92,0.22,0.03,0.01,0.0
5.91,0.2,0.03,0.01,0.0
5.9,0.19,0.03,0.01,0.0
5.89,0.18,0.02,0.01,0.0
5.88,0.17,0.02,0.01,0.0
5.87,0.16,0.02,0.01,0.0
5.86,0.14,0.02,0.01,0.0
5.86,0.13,0.02,0.01,0.0
5.85,0.12,0.02,0.01,0.0
5.84,0.11,0.02,0.01,0.0
5.84,0.1,0.02,0.01,0.0
5.83,0.09,0.02,0.01,0.0
5.83,0.08,0.02,0.01,0.0
5.83,0.07,0.02,0.01,0.0
5.82,0.06,0.02,0.01,0.0
5.82,0.05,0.02,0.01,0.0
5.82,0.04,0.02,0.01,0.0
5.82,0.03,0.02,0.01,0.0
5.82,0.02,0.02,0.01,0.0
5.81,0.01,0.02,0.01,0.0
5.81,-0.0,0.02,0.01,0.0
